title,add1,city,add2,email,pobox,phone1,contact,fax,description,isPaid,webpage,lat,lng,subCatId
"Arniko Transport Service Committee",Bhaktapur,Kathmandu,Nepal,,,"6631147, 6631716",,,,N,,27.6861986,85.3612147,121
"Arniko Transport Service Committee",Bahrabise,Banepa,Nepal,,,"662015, 662188",,,,N,,27.5697506,85.5314291,121
"Arniko Transport Service Committee",Balephi,Banepa,Nepal,,,661840,,,,N,,NULL,NULL,121
"Arniko Transport Service Committee",Banepa,Banepa,Nepal,,,"662008, 662179",,,,N,,27.637224,85.5165418,121
"Arniko Transport Service Committee",Chautara,Banepa,Nepal,,,620066,,,,N,,NULL,NULL,121
"Arniko Transport Service Committee",Dolalghat,Banepa,Nepal,,,663005,,,,N,,27.632877,85.7025453,121
"Arniko Transport Service Committee",Jalbarahi,Banepa,Nepal,,,"620098, 620109",,,,N,,NULL,NULL,121
"Arniko Transport Service Committee",Khadichaur,Banepa,Nepal,,,663069,,,,N,,NULL,NULL,121
"Arniko Transport Service Committee",Mude,Banepa,Nepal,,,011-663112,,,,N,,NULL,NULL,121
"Arniko Transport Service Committee",Palanchowk,Banepa,Nepal,,,661529,,,,N,,NULL,NULL,121
"Association for Protection of Environment & Culture",Biratnagar,Biratnagar,Nepal,medini@enet.com.np,,530803,,524099,,N,www.apecnepal.org,26.5031454,87.298817,121
"Association For Tourism",Thamel,Kathmandu,Nepal,mail@nepaltourism.info.com,"9541, Ktm",4423882,,,,N,www.nepaltourism.info.org,27.7153902,85.3123293,121
"Association of Dolpa Industry & Commerce",Dolpa,Jumla,Nepal,,,087-550031,,,,N,,NULL,NULL,121
"Auditing Standards Board & Accounting Standards Board",Babarmahal,Kathmandu,Nepal,ausb@standards.org.np,"24862, Ktm","2030020, 4231949",,4258568,,N,www.standards.org.np,27.6920682,85.324449,121
"Auto Mechanical Association of Nepal","Dhunga Adda",Kathmandu,Nepal,,"12024, Ktm.",4270403,,4270403,,N,,NULL,NULL,121
"Avia Club Nepal",Kathmandu,Kathmandu,Nepal,,,"44,310,782,161,012",,,,N,,27.7172453,85.3239605,121
"Avia Club Nepal",Pokhara,Pokhara,Nepal,,,061-462191,,,,N,,28.2,83.981667,121
"Balaju Industry Development Association",Balaju,Kathmandu,Nepal,,,4354051,,,,N,,27.7309123,85.2955242,121
"Balaju Minibus Byawasayi Samitee",Balaju,Kathmandu,Nepal,,,4350210,,,,N,,27.7309123,85.2955242,121
"Banking Promotion Board",Kathmandu,Kathmandu,Nepal,bkpromot@nrb.org.np,,"4414407, 4439925",,4414552,,N,www.bkpromotion.com.np,27.7172453,85.3239605,121
"Beema Association",Chabahil,Kathmandu,Nepal,,,"4469989, 4467118",,,,N,,27.7166069,85.3485072,121
"Bhaktapur Association of Cottage & Small Industries",Suryavinayak,Bhaktapur,Nepal,bacsi047@gmail.com,,"6611026, 6611485",,,,N,,27.6451028,85.4427153,121
"Bhaktapur Jaycees",Khauma,Bhaktapur,Nepal,,,"6611111, 6610277",,,,N,,27.6727559,85.4269178,121
"Bhaktapur Mini Bus Service Committee",Bhaktapur,Kathmandu,Nepal,,,"6610416, 6610018",,,,N,,27.6861986,85.3612147,121
"Bhaktapur Tourism Development Committee",Bhaktapur,Kathmandu,Nepal,,,6614822,,6614822,,N,www.btdc.org.np,27.6861986,85.3612147,121
"Bharatiya Gorkha Sainik Niwas",Lainchour,Kathmandu,Nepal,,,"4413785, 4411945",,,,N,,27.7213288,85.3149142,121
"Bir Hospital Development Board","Bir Hospital",Kathmandu,Nepal,,,4221800,,4222864,,N,,27.7048341,85.313978,121
"Birendra International Swimming Complex",Satdobato,Kathmandu,Nepal,,,5543472,,,,N,,27.6515356,85.327837,121
"Birgunj Automobile Association","Alakhiya Road",Birgunj,Nepal,,,"521980, 522033",,,,N,,NULL,NULL,121
"Birgunj Jaycees",Shreepur,Birgunj,Nepal,,,523081,,,,N,,27.0271987,84.8848032,121
"Blood Donors Association Nepal","Exhibition Road",Kathmandu,Nepal,,"1400, Ktm","4225344, 4229344",,4225661,,N,,NULL,NULL,121
"British Club & Embassy",Lainchour,Kathmandu,Nepal,britemb@wlink.com.np,"106, Ktm","4414588, 4411281",,4411789,,N,,27.7213288,85.3149142,121
"Broadcasting Association of Nepal","Ravi Bhawan",Kathmandu,Nepal,banepal@ntc.net.np,"8144, Ktm",4289123,,4283895,,N,,27.6950507,85.2948778,121
"Buddhist Association Bhaktapur",Bhaktapur,Kathmandu,Nepal,,,6610842,,,,N,,27.6861986,85.3612147,121
"Buddhist Women's Association, Nepal","Bhrikuti Mandap",Kathmandu,Nepal,,,4227176,,,,N,,27.7010226,85.3200837,121
"Butwal Udyog Banijya Sangh",Butwal,Bhairahawa,Nepal,,,540146,,,,N,,27.639331,83.4289192,121
"Cardiac Society of Nepal",Bansbari,Kathmandu,Nepal,,,"4371322 Ext. 402",,,,N,,27.8009346,85.5560635,121
"Center Takewondo Dojang",Tripureshwor,Kathmandu,Nepal,,,4262180,,,,N,,27.6949964,85.3149142,121
"Center Woolen Yarn Industries Association",Chucchepati,Kathmandu,Nepal,,,4476213,,4493729,,N,,27.719477,85.3514989,121
"Centre Union of Painters, Plumber, Electro & Construction Worker's-Nepal",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 307",,4248073,,N,,27.7029275,85.3223452,121
"Chagal Youth Club",Chagal,Kathmandu,Nepal,,,4278804,,,,N,,NULL,NULL,121
"Chefs Association of Nepal",Ranibari,Kathmandu,Nepal,info@chefsnepal.com.np,"13837, Ktm","016217667, 4384914",,4384914,,N,www.chefsnepal.com.np,27.7313442,85.3191145,121
"Chemical Association of Nepal",Chabahil,Kathmandu,Nepal,,,4488919,,,,N,,27.7166069,85.3485072,121
"Chhinnalata Geet Puraskar Guthi",Tahachal,Kathmandu,Nepal,,,"4272104, 4270681",,,,N,,27.7036969,85.2909989,121
"China Town Shopping Centre Business Association","Churchil Complex",Kathmandu,Nepal,,,4225197,,,,N,,NULL,NULL,121
"Chinmaya Pashupati",Jhamsikhel,Kathmandu,Nepal,chinmayapashupati@yahoo.com.in,,2112258,,,,N,www.chinmayamission.com,27.6828555,85.3019883,121
"Climbers' Club",Hadigaun,Kathmandu,Nepal,info@climbersclub.org.np,"21355, ktm",4432864,,,,N,www.climbersclub.org.np,27.7150202,85.3353267,121
"Commercial Artists' Association of Nepal",Bagbazar,Kathmandu,Nepal,admktm@wlink.com.np,"12201, Ktm",4232621,,,,N,,27.7046582,85.3194375,121
"Computer Association of Nepal (CAN)",Maitidevi,Kathmandu,Nepal,info@can.org.np,"4982, Ktm","4432700, 4424043",,4434836,,N,www.can.org.np,27.7051799,85.3349433,121
"Construction Material Dealer's Association","New Road",Kathmandu,Nepal,,,4249918,,4249918,,N,,27.7033426,85.3115765,121
"Contractors' Association of Bhaktapur",Sallaghari,Kathmandu,Nepal,,,6613257,,6615409,,N,,27.6717628,85.4078902,121
"Contractors' Association of Kathmandu",Anamnagar,Kathmandu,Nepal,,,4242226,,,,N,,27.6976913,85.3297752,121
"Cotton Development Board",Nepalgunj,Nepalgunj,Nepal,,,560082,,,,N,,28.102989,81.666943,121
"Dakchinkali Public Tempo Tatha Microbus Byawasai Samittee",Balkhu,Kathmandu,Nepal,,,4302496,,,,N,,27.6862726,85.2948778,121
"Democratic Confederation of Nepalese Trade Unions",Sinamangal,Kathmandu,Nepal,udecont@wlink.com.np,"13440, Ktm","4488486, 4486987",,4488486,,N,www.decont.org,27.6991378,85.3510904,121
"Democratic National Youth Federation Nepal",Babarmahal,Kathmandu,Nepal,dnyfnepaluml@yahoo.com,"3881, Ktm",4246393,,4240249,,N,,27.6920682,85.324449,121
"Developers Engineers Association Nepal",Maitighar,Kathmandu,Nepal,,"4937, Ktm",4257699,,,,N,,27.6919767,85.3229913,121
"Dharma Yatra Mahasangh",Kalimati,Kathmandu,Nepal,jollygem@gmail.com,"194, Ktm","4272242, 4274494",,4271110,,N,,27.6999738,85.2890594,121
"District Cooperative Union",Bhaktapur,Kathmandu,Nepal,,,6611228,,,,N,,27.6861986,85.3612147,121
"Education Consultants Association of Nepal (ECAN)",Dillibazaar,Kathmandu,Nepal,info@ecan.org.np,"8975 EPC 5491","2004667, 4421487",,,,N,www.ecan.org.np,27.7057873,85.3191819,121
"Education Journalists' Group",Anamnagar,Kathmandu,Nepal,info@ejg.org.np,"21843, Ktm",4257655,,4218686,,N,www.ejg.org.np,27.6976913,85.3297752,121
"Electric Vehicle Association of Nepal (EVAN)",Anamnagar,Kathmandu,Nepal,evannepal@gmail.com,"8975 EPC 6020",4770396,,4770396,,N,,27.6976913,85.3297752,121
Enterpreneur-Ship,Balkhu,Kathmandu,Nepal,,,4331339,,,,N,,27.6862726,85.2948778,121
"Environment NEPAL",Anamnagar,Kathmandu,Nepal,info@environmentnepal.com.np,,4242381,,,,N,www.environmentnepal.com.np,27.6976913,85.3297752,121
"Environment Protection Council","Singha Dubar",Kathmandu,Nepal,,,"4245369, 4245367",,,,N,,27.6953446,85.3252527,121
"Family Planning Association of Nepal (FPAN)",Pulchowk,Kathmandu,Nepal,fpandg@mail.com.np,"486, Ltp","5010240, 5010270, 5010104",,5010248,,N,www.fpan.org,27.6782363,85.3168528,121
"Federation of Agriculture Worker's Nepal (FAWN)",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 204",,4248073,,N,,27.7029275,85.3223452,121
"Federation of National Journalists, Nepal",Airport,Kathmandu,Nepal,,,4490085,,,,N,,27.6980899,85.3592231,121
"Federation of Nepal Cottage & Small Industries",Banepa,Banepa,Nepal,,,"011-661765, 663509",,,,N,,27.637224,85.5165418,121
"Federation of Nepal Cottage & Small Industries","Main Road",Biratnagar,Nepal,,,"021-525420, 522178",,,,N,,26.4833761,87.2841111,121
"Federation of Nepal Cottage & Small Industries",Pokhara,Pokhara,Nepal,,,"061-528045, 521798",,,,N,,28.2,83.981667,121
"Federation of Nepalese Transport Enterpreneurs",Babarmahal,Kathmandu,Nepal,,,4218535,,4218535,,N,,27.6920682,85.324449,121
"Forum For Information Technology Management- Nepal","New Baneshwor",Kathmandu,Nepal,ronish.manandhar@gmail.com,"21401, Ktm","4410718, 4780425",,4494727,,N,www.fimnepal.org.np,27.6915196,85.3420486,121
"Theo Technical Academy",Kumaripati,Kathmandu,Nepal,,,5008710,984160992,,,N,,NULL,NULL,588
"Friends Club",Kupondole,Lalitpur,Nepal,,,5527745,,,,N,,27.6862181,85.3149142,121
"Garment Association Nepal","New Baneshwor",Kathmandu,Nepal,ganasso2011@gmail.com,,"4780691, 4780773",,4780173,"Garment  Association â€“ Nepal was established in the year B.S. 2043  with an aim of protecting the interest of entrepreneurs engaged in the production and exports of Readymade garments(RMG)  and thereby contributing towards the national economy. ",Y,http://www.ganasso.org.np,NULL,NULL,121
"Gas Yatayat Assocation",Pulchowk,Kathmandu,Nepal,,,5541947,,,,N,,27.6782363,85.3168528,121
"General Federation of Nepalese Trade Unions (GEFONT)",Putalisadak,Kathmandu,Nepal,dfa@fegont.org,"10652, Ktm",4248072,,4248073,,N,,27.7029275,85.3223452,121
"Gorkha Army Ex-Servicemens Organization (GAESO)",Pulchowk,Lalitpur,Nepal,gaeso@wlink.com.np,"21201, Ktm",5009127,,,,N,www.gaeso.org.np,27.6782363,85.3168528,121
"Hayton Education Association Pvt. Ltd.",Bhatbhateni,Kathmandu,Nepal,director@haton.edu.np,"3451, Ktm","4426490, 4420619",,4428720,,N,,27.721185,85.3323593,121
"Headquarters British Gurkhas Nepal",Jawalakhel,Lalitpur,Nepal,,,5533519,,5533522,,N,,27.6687473,85.317499,121
"Hetauda Udyog Banijya Sang","Main Road",Hetauda,Nepal,,,520310,,,,N,,27.5388595,85.1093245,121
"Himalayan Backpackers' Travel Association",Thamel,Kathmandu,Nepal,bkpacker@wlink.com.np,,4700462,,4425744,,N,www.himalayanbackpackers.org,27.7153902,85.3123293,121
"Himalayan Orthodox Tea Producers Association- Nepal",Minbhawan,Kathmandu,Nepal,hotpa@mail.com.np,"21884, Ktm",4483678,,,,N,www.nepaltea.com.np,27.6866951,85.338173,121
"Himalayan Orthodox Tea Producers Association-Nepal (HOTPA)","Fikkel, Ilam",Ilam,Nepal,,,027-540227,,,,N,,26.9063254,88.0599812,121
"Himalayan Rescue Association Nepal","Dhobichaur, Lazimpat",Kathmandu,Nepal,hra@mail.com.np,"4944, ktm","4440292, 4440293",,4411956,,N,www.himalayanrescue.org,27.722715,85.3211019,121
"Himalayan Sherpa Society",Chuchepat,Kathmandu,Nepal,,"12063, ktm",2072352,,,,N,,27.719477,85.3514989,121
"Himali Democratic Republican Civil Forum",Maharajgunj,Kathmandu,Nepal,has.nepal@gmail.com,"2695, ktm",4374509,,,,N,www.himaliautonomousstate.org,27.7364789,85.3304212,121
"Himshikhar Foundation","New Baneshwor",Kathmandu,Nepal,,"21901, Ktm",4497393,,,,N,,27.6915196,85.3420486,121
"Hiranya Varna Mahavihar Sudhar Samittee",Kwabahal,Kathmandu,Nepal,,,5525595,,,,N,,NULL,NULL,121
"Hotel Association Nepal","Rodcess Chowk",Biratnagar,Nepal,,,527129,,522563,,N,,NULL,NULL,121
"Hotel Association of Dharan","Deshi Line",Dharan,Nepal,,,524797,,,,N,,NULL,NULL,121
"Independent Garbage Cleaners Union of Nepal (IGCUN)",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 205",,4248073,,N,,27.7029275,85.3223452,121
"Independent Press Worker's Union of Nepal (IPWUN)",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 202",,4248073,,N,,27.7029275,85.3223452,121
"Independent Textile Garment Worker's Union of Nepal (ITGWUN)",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 302",,4248073,,N,,27.7029275,85.3223452,121
"Independent Transport-Worker's Association of Nepal (ITWAN)",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 306",,4248073,,N,,27.7029275,85.3223452,121
"Information Technology Society, Nepal",Samakhusi,Kathmandu,Nepal,info@itsn.org.np,,"01-2072381, 9841253511",,,,N,www.itsn.org.np,27.7272671,85.317499,121
"International Porter Protection Group (IPPG)",Lazimpat,Kathmandu,Nepal,,"4944, ktm",4262746,,,,N,,27.7215031,85.3200837,121
"Internet Service Providers Association of Nepal (ISPAN)",Jawalakhel,Lalitpur,Nepal,info@ispan.net.np,"8975, EPC 5368",5530313,,5520131,,N,www.ispan.net.np,27.6844496,85.3058664,121
"Jana Jyoti Club",Morang,Biratnagar,Nepal,,,521415,,,,N,,26.4524746,87.271781,121
"Japan University Student Association, Nepal (JUSAN)",Kantipath,Kathmandu,Nepal,jusan@enet.com.np,"19778, Ktm",4249268,,,,N,,27.7040286,85.3136015,121
"Lions Club","Mohariya Tole",Pokhara,Nepal,,,520364,,,,N,,28.2357127,83.9852125,121
"Lions Club of Himalayas Patan",Kupondole,Kathmandu,Nepal,,"9232, Ltp",5529203,,,,N,,27.6862181,85.3149142,121
"Lions Club of Kathmandu","New Baneswor",Kathmandu,Nepal,lecc@mail.com.np,"2169, Ktm",4472211,,4486420,,N,,27.6915196,85.3420486,121
"Lumbini Development Trust",Babarmahal,Kathmandu,Nepal,lumbinidt@infoclub.com.np,"4072, Ktm","4268285, 4268494",,,,N,,27.6920682,85.324449,121
"Madhya Upatyaka Bus Byawasayi Sangh",Tinkune,Kathmandu,Nepal,,,4476869,,,,N,,27.6911228,85.2956562,121
"Madhyamanchal Ratri Bus Byabasayi Sangh",Chabahil,Kathmandu,Nepal,,,4477249,,,,N,,27.7166069,85.3485072,121
"Madhyapur Art Council",Thimi,Kathmandu,Nepal,lachhi@madhyapur.org.np,,"6631086, 6632976",,,,N,www.madhyapur.org.np,27.6742355,85.3413583,121
"Mahendra Police Club","Bhrikuti Mandap",Kathmandu,Nepal,,,4221187,,,,N,,27.7010226,85.3200837,121
"Manab Adhikar Jana Abhiyan Radio Srota Club",Itahari-7,Dharan,Nepal,majars_club@hotmail.com,,025-584493,,,,N,,26.669464,87.2734554,121
"Manakamana Area Development Committee",Kathmandu,Kathmandu,Nepal,,,4489890,,4482540,,N,,27.7172453,85.3239605,121
"Manakamana Area Development Committee",Manakamana-3,Gorkha,Nepal,,,064-460172,,,,N,,27.9527424,84.5652902,121
"Manka Crafts Association","Ravi Bhawan",Kathmandu,Nepal,mankacrafts@yahoo.com,"1228, Ktm",4278101,,4281104,,N,,27.6950507,85.2948778,121
"Mitra Kunja",Kamalpokhari,Kathmandu,Nepal,mitrakunja@info.com.np,,4420135,,,,N,www.mitrakunja.org.np,27.7110759,85.3243996,121
"Mobile Association of Nepal","New Road",Kathmandu,Nepal,mobileassociationofnepal@hotmail.com,"25477, Ktm",,,4280293,,N,,27.7033426,85.3115765,121
"Mothers Club (Ama Milan Kendra)",Kalimati,Kathmandu,Nepal,,,4270898,,,,N,,27.6999738,85.2890594,121
"Nagarjun Sahityik Pratishthan",Anamnagar,Kathmandu,Nepal,ournagarjun@yahoo.com,,2042488,,4483541,,N,,27.6976913,85.3297752,121
"Nagarkot-Naldum Tourism Development Committee",Nagarkot,Kathmandu,Nepal,naldum@harati.wlink.com.np,,6680082,,,,N,,27.7173579,85.5045711,121
"Narayan Parivar Club",Buddhabari,Kathmandu,Nepal,,"4314, Ktm",4223671,,,,N,,NULL,NULL,121
"Narayani Yatayat Bybasai Sangh",Hetauda,Hetauda,Nepal,,,523634,,,,N,,27.4257188,85.0300759,121
"Nari Shilpakala Kendra",Gularia,Nepalgunj,Nepal,,,520450,,,,N,,NULL,NULL,121
"National Agricultural Research and Development Fund [NARDF]","Singh Darbar Plaza",Kathmandu,Nepal,enquiries@nardf.org.np,,"4265081, 4257278, 4216804",,4216804,,N,www.nardf.org.np,27.7125073,85.345025,121
"National Association of PLWHA in Nepal",Khusibu,Kathmandu,Nepal,napn@napn.org.np,"8975 EPC 4112",4245483,,,,N,www.napn.org.np,27.7190019,85.3012368,121
"National Co-operative Development Board",Pulchowk,Lalitpur,Nepal,,"5717, Ltp","5523546, 5521721, 5520190",,5521154,,N,,27.6782363,85.3168528,121
"National Co-operative Federation of Nepal",Bijulibazar,Kathmandu,Nepal,ncf@wlink.com.np,"11859, Ktm",4781510,,4781326,,N,,27.6921993,85.3302326,121
"National Educational Consultancies' Association",Putalisadak,Kathmandu,Nepal,info@necanepal.org,,16205945,,,,N,www.necanepal.org,27.7029275,85.3223452,121
"National News Agency (RSS)","Singha Durbar",Kathmandu,Nepal,rss@mail.com.np,"220, Ktm","4262736, 4262539, 4250673",,4262744,,N,,27.6953446,85.3252527,121
"National PABSON",Putalisadak,Kathmandu,Nepal,,,"016912976, 9851070049",,,,N,,27.7029275,85.3223452,121
"National Tea and Coffee Development Board","New Baneshwor",Kathmandu,Nepal,ntcdv@hons.com.np,"9683, Ktm","4495792, 4499786",,4497941,,N,www.teacoffee.gov.np,27.6915196,85.3420486,121
"National Union of Journalists, Nepal",Kathmandu,Kathmandu,Nepal,nujnep@ntc.net.np,,4212763,,,,N,,27.7172453,85.3239605,121
"Naturopathy Doctor's Association of Nepal (NADAN)",Lagankhel,Kathmandu,Nepal,yosas@wlink.com.np,"5702, Ktm","5536084, 5526337, 5532846",,,,N,,27.6659949,85.3226683,121
"Naya Nepal Yatayat Byawasayi Sangh",Kalanki,Kathmandu,Nepal,,,4285977,,,,N,,27.6931052,85.2806539,121
"Nepal Aadiwasi Janajati Patrakar Sangh",Anamnagar,Kathmandu,Nepal,anij@enet.com.np,"24287, Ktm",4256569,,,,N,,27.6976913,85.3297752,121
"Nepal Art Council","Babar Mahal",Kathmandu,Nepal,,"5126, Ktm",4220735,,,,N,,27.6934832,85.3242836,121
"Nepal Association for the Welfare of The Blind",Tripureshwor,Kathmandu,Nepal,nawb@htp.com.np,"3255, Ktm","4261219, 4260583",,4261047,,N,,27.6949964,85.3149142,121
"Nepal Association of Astrology Science",Battisputali,Kathmandu,Nepal,,,4488251,,,,N,,27.7054834,85.3439863,121
"Nepal Association of Fine Arts (NAFA)",Naxal,Kathmandu,Nepal,nafa@wlink.com.np,,"4411729, 4430251, 4421206",,4414665,,N,,27.7159129,85.327837,121
"Nepal Association of Rafting Agents (NARA)",Kamaladi,Kathmandu,Nepal,nara@enet.com.np,"3586, Ktm","4244048, 4221197",,4221197,,N,www.raftingassociation.org.np,27.709047,85.3194375,121
"Nepal Association of the Blind",Dhangadhi,Kanchanpur,Nepal,,,"099-522605, 521797",,,,N,,28.7061871,80.5620733,121
"Nepal Association of the Blind (NAB)",Maharajgunj,Kathmandu,Nepal,nab@central.wlink.com.np,"9399, Ktm","4721190, 4720205",,4720408,,N,www.nabnepal.org,27.7364789,85.3304212,121
"Nepal Association of Tours & Travel Agents (NATTA)",Naxal,Kathmandu,Nepal,nata@mail.com.np,"362, Ktm","4419409, 4418661",,4418684,,N,www.nata.org.np,27.7159129,85.327837,121
"Nepal Australia Friendship Society & Society Family","Yak & Yeti Plaza",Kathmandu,Nepal,,,4242567,,4426444,,N,,NULL,NULL,121
"Nepal Automechanic Trade Union (NATU)",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 308",,4248073,,N,,27.7029275,85.3223452,121
"Nepal Ayurved Council",Nardevi,Kathmandu,Nepal,,,4259678,,,,N,,27.7074372,85.3042506,121
"Nepal Bachat Tatha Rin Kendriya Sahakari Sangh","New Baneshwor",Kathmandu,Nepal,nefscun@wlink.com.np,"9169, Ktm","4780597, 4780069",,4780571,,N,,27.6915196,85.3420486,121
"Nepal Bank Staff Association",Thapathali,Kathmandu,Nepal,,,4245209,,,,N,,27.6894055,85.3226683,121
"Nepal Basket Ball Association",Lazimpat,Kathmandu,Nepal,helga@mail.com.np,"20830, Ktm",4420917,,,,N,,27.7215031,85.3200837,121
"Nepal Bhasa Women's Association",Jamal,Kathmandu,Nepal,karanjit@infoclub.com.np,,4225560,,4223809,,N,,27.7092711,85.3152373,121
"Nepal Bidhutiya Udpadak Sangh",Teku,Kathmandu,Nepal,acc@nima-nepal.org,,4244232,,,,N,,27.6953569,85.3039274,121
"Nepal Boudha Sewa Kendra",Goldhunga,Kathmandu,Nepal,bihani@wlink.com.np,,"4356144, 4353152",,,,N,,27.7598129,85.2851801,121
"Nepal Buddha Dharma Sewa Sangh",Swoyambhu,Kathmandu,Nepal,nbdss7@hotmail.com,"5077, Ktm",4670615,,4820043,,N,www.nbdss.org,27.7192103,85.2955242,121
"Nepal Buddhist Council",Lalitpur,Kathmandu,Nepal,,"229, Ltp",5533087,,,,N,,27.6820254,85.2727929,121
"Nepal Budokai-Do Karate Association",Thamel,Kathmandu,Nepal,kavreli@yahoo.ca,"19290, Ktm",4218437,,,,N,www.budokaido.com,27.7153902,85.3123293,121
"Nepal Cable T.V Association",Anamnagar,Kathmandu,Nepal,netva@yahoo.com,"20792, Ktm",2030075,,4239307,,N,www.nepalcabletv.org,27.6976913,85.3297752,121
"Nepal Central Consumer Co-operative Federation",Battisputali,Kathmandu,Nepal,,,4460642,,,,N,,27.7054834,85.3439863,121
"Nepal Chapter, East-West Center Association",Gyaneshwor,Kathmandu,Nepal,,,4415845,,,,N,,27.7102351,85.3330053,121
"Nepal Chemists & Druggists Association",Khusibu,Kathmandu,Nepal,ncdabz@wlink.com.np,"7826, Ktm",4253355,,,,N,,NULL,NULL,121
"Nepal Chemists & Druggists Association",Chhetrapati,Kathmandu,Nepal,ncda@healthnet.org.np,"1337, Ktm",4269483,,4269483,,N,,27.7112473,85.3087748,121
"Nepal Chemists & Druggists Association",Chorepatan,Pokhara,Nepal,,,061-521947,,,,N,,28.1925449,83.9559036,121
"Nepal Cloth Merchant & Tailoring Association",Bagbazar,Kathmandu,Nepal,,,4248127,,,,N,,27.7046582,85.3194375,121
"Nepal Co- operative Business Management & Promotion Committee",Bijulibazar,Kathmandu,Nepal,ncf@wlink.com.np,"10952, Ktm","4781697, 4784307",,4781337,,N,,27.6921993,85.3302326,121
"Nepal Coffee Producers' Association",Babarmahal,Kathmandu,Nepal,ncpa@info.com.np,"21037, Ktm","4229796, 2030063",,4267238,,N,,27.6920682,85.324449,121
"Nepal Co-operative Federation of Nepal",Bijulibazar,Kathmandu,Nepal,ncf@wlink.com.np,"11859, Ktm","4781510, 4781787",,4781326,,N,,27.6921993,85.3302326,121
"Nepal Cotton Towel Exporter Association","New Baneshwor",Kathmandu,Nepal,nctea@wlink.com.np,"15137, Ktm",4781285,,4781285,,N,,27.6915196,85.3420486,121
"Nepal Cycling Club",Thamel,Kathmandu,Nepal,bike@mos.com.np,"12474, Ktm","4701701, 4437437",,4439468,,N,,27.7153902,85.3123293,121
"Nepal Dairy Association",Teku,Kathmandu,Nepal,nda@ntc.net.np,"8975 EPC 5711",4228272,,4228272,,N,,27.6953569,85.3039274,121
"Nepal Dental Association","Exhibition Road",Kathmandu,Nepal,prakashbhattarai@yahoo.com,"21506, Ktm","4225860, 4231825",,,,N,,NULL,NULL,121
"Nepal Educational Support Trust (NEST)",Kirtipur,Kathmandu,Nepal,mailtonest@wlink.com.np,"13120, Ktm",4333912,,4333106,,N,www.nestworld.org,27.6630019,85.2774207,121
"Nepal Engineering Students' Society",Pulchowk,Kathmandu,Nepal,,,"5522104 Ext. 455",,,,N,,27.6782363,85.3168528,121
"Nepal Environment & Foreign Employment Welfare Association","New Baneshwor",Kathmandu,Nepal,,,9851063416,,,,N,,27.6915196,85.3420486,121
"Nepal Feed Industries Association",Chabahil,Kathmandu,Nepal,nfia2046@gmail.com,,"4823034, 6204301",9851042882,4823034,,N,,27.7166069,85.3485072,121
"Nepal Film Fight Artist Association",Jyatha,Kathmandu,Nepal,,,4219325,,,,N,,27.7117549,85.3129755,121
"Nepal Film Worker's Union",Sinamangal,Kathmandu,Nepal,udecon@wlink.com.np,"13440, Ktm","4488486, 4486987",,4488486,,N,www.decont.org,27.6991378,85.3510904,121
"Nepal Foreign Trade Association",Teku,Kathmandu,Nepal,nfta@mos.com.np,"541, Ktm",4223784,,4247159,,N,,27.6953569,85.3039274,121
"Nepal Forest Industry Association",Naxal,Kathmandu,Nepal,padmasri@ccsl.com.np,"5623, Ktm",4411900,,4413838,,N,,27.7159129,85.327837,121
"Nepal Forest Product Development Board","Babar Mahal",Kathmandu,Nepal,,,"4221230, 4231634",,4253302,,N,,27.6934832,85.3242836,121
"Nepal Forum of Environmental Journalists (NEFEJ)",Thapathali,Kathmandu,Nepal,nefej@mos.com.np,"5143, Ktm","4261991, 4260248",,4261191,,N,www.nefej.org,27.6894055,85.3226683,121
"Nepal Freight Forwarders Association",Naxal,Kathmandu,Nepal,neffa@mail.com.np,"20283, Ktm",4419769,,4423735,,N,www.neffa.org.np,27.7159129,85.327837,121
"Nepal Geological Society",Lainchaur,Kathmandu,Nepal,ngs@wlink.com.np,"231, Ktm","4414330, 4412872",,,,N,www.ngs.org.np,27.7213288,85.3149142,121
"Nepal Gold & Silver Art Association",Maitidevi,Kathmandu,Nepal,negosaa_2056@yahoo.com,,4445327,,4441483,,Y,www.negosaa.org.np,27.7051799,85.3349433,121
"Nepal Golf Association",Kathmandu,Kathmandu,Nepal,,,4450444,,,,N,,27.7172453,85.3239605,121
"Nepal Goods Carrier's Association",Kalimati,Kathmandu,Nepal,rauniar@mos.com.np,,"4271473, 4271987, 4283863",,4271570,,N,,27.6999738,85.2890594,121
"Nepal Hatchery Industries Association",Balaju,Kathmandu,Nepal,hatcheryasso@mail.com.np,"4409, Ktm",4352616,,4352616,,N,,27.7309123,85.2955242,121
"Nepal Health Economics Association",Maharajgunj,Kathmandu,Nepal,,"19755, Ktm","4413509, 9851007401",,,,N,,27.7364789,85.3304212,121
